Case Number,Date,Type,Country,Area,Location,Activity,Sex,Injury,Fatal (Y/N),Species,Investigator or Source,pdf,href formula,original order,Date_alterated
1955.01.15,1955-01-15 00:00:00,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,A ford known as Brodies Coffin in St. Lucia Bay,Crossing,M,"fatal, leg bitten",Y,,"Natal Daily News, 1/17/1955; M. Levine, GSAF",1955.01.15-ZuluMale.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.01.15-ZuluMale.pdf,1910,No
1955.00.00.f,1955-01-01 00:00:00,Unprovoked,USA,Florida,"Vero Beach, Indian River County",,,no details,,,"R.F. Hutton; V.M. Coppleson (1958) (ref.R. North in Scientific American, 1957",1955.00.00.f-NV-VeroBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.f-NV-VeroBeach.pdf,1909,Yes
1955.00.00.d,1955-01-01 00:00:00,Provoked,CUBA,Havana Province,Cojimar,Fishing,M,forearm slashed wrist to elbow by hooked shark he was trying to club to death  provoked incident,N,"""a little shark""","F. Poli, p.13",1955.00.00.d-Cuba.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.d-Cuba.pdf,1908,Yes
1955.00.00.e,1955-01-01 00:00:00,Unprovoked,MADAGASCAR,18S / 50E,nan,Standing,M,fatal,Y,,Mrs. Lyse Mooney,1955.00.00.e-Madagascar.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.e-Madagascar.pdf,1907,Yes
1955.00.00.c,1955-01-01 00:00:00,Invalid,USA,Illinois,Chicago (Lake Michigan),Swimming,M,right leg bitten,N,Bull shark,"F. Dennis, p.52",1955.00.00.c-Chicago.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.c-Chicago.pdf,1906,Yes
1955.00.00.b,1955-01-01 00:00:00,Unprovoked,COLUMBIA,Isles del Rosario,Southwest of Cartegena,Spearfishing,M,swim fin & foot bitten,N,1.5 m [5'] shark,"H. Echavarria; H.D. Baldridge, p.135; M. McDiarmid, p.64",1955.00.00.b-Echavarria.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.b-Echavarria.pdf,1905,Yes
1955.00.00.a,1955-01-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,New Ireland,Lavongai,,M,back bitten,N,,"J. McLachlan, Medical Officer, Kavieng; A.M. Rapson, p.148",1955.00.00.a-Pakau.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.a-Pakau.pdf,1904,Yes
1954.12.29,1954-12-29 00:00:00,Unprovoked,AMERICAN SAMOA,Tutuila Island,Near tuna cannery in Pago Pago Harbor,Swimming,M,fatal,Y,,"Townsville Daily Bulletin, 1/6/1955",1954.12.29-Mizokawa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.12.29-Mizokawa.pdf,1903,No
1954.12.11,1954-12-11 00:00:00,Unprovoked,AUSTRALIA,Victoria,Point Lonsdale,Swimming,M,fatal,Y,,"Sydney Morning Herald, 12/13/1954",1954.12.11-Burns.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.12.11-Burns.pdf,1902,No
1954.12.09,1954-12-09 00:00:00,Unprovoked,PAPUA NEW GUINEA,Central Province,"Kila Beach, Port Moresby",Swimming,M,"fatal, abdomen & thigh bitten",Y,,"C.H. Hodgson;  A. M. Rapson, p.148",1954.12.09-Kailovo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.12.09-Kailovo.pdf,1901,No
1954.12.04,1954-12-04 00:00:00,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",Swimming,M,shallow lacerations on torso,N,,"D. Gibb, M. Levine, GSAF  ",1954.12.04-Scott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.12.04-Scott.pdf,1900,No
1954.11.20,1954-11-20 00:00:00,Unprovoked,USA,Wake Island,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands),Spearfishing,M,shoulder bitten,N,"Blacktip reef shark, 1.5 m [5'] ","J. L. Oetzel, NOTE: H.D. Baldridge, p.143 lists date as March 20, 1954 ",1954.11.20-Oetzel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.11.20-Oetzel.pdf,1899,No
1954.10.07,1954-10-07 00:00:00,Sea Disaster,USA,Virginia,150 miles off Cape Henry,,M,rescue aircraft saw bodies in the water being bitten by sharks. one survivor saw a shark take off a mans leg & another reported that the second cook was killed by a shark,Y,,"Long Beach Independent, 10/11/1954, p.9; V.M. Coppleson (1958), p.197; V.M. Coppleson (1962), pp. 213 & .259",1954.10.07-Mormackite.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.10.07-Mormackite.pdf,1898,No
1954.10.06,1954-10-06 00:00:00,Provoked,UNITED KINGDOM,Isle of Man,Off Fleetwood,Fishing,M,arm broken by tail of netted shark provoked incident,N,20' shark,"C.Moore, GDSF; Times of London, 10/7/1954",1954.10.06-Butcher.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.10.06-Butcher.pdf,1897,No
1954.10.02.b,1954-10-02 00:00:00,Boating,CROATIA,Zadar County,"Lika-Senj, Pag Island",Boating,,no details,,"White shark, 5.5 m [18']","A. De Maddalena; Anon. (1954), Soldo & Jardas (2000)",1954.10.02.b-boat-Pag-Croatia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.10.02.b-boat-Pag-Croatia.pdf,1896,No
1954.10.02.a,1954-10-02 00:00:00,Invalid,JAPAN,Nagasaki Prefecture,Oomura Bay,,M,body found in gut of shark,Y,"White shark, 2000-lb","K. Nakaya; San Diego Union, 105/1954 ",1954.10.02.a-boyJapan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.10.02.a-boyJapan.pdf,1895,No
1954.09.21,1954-09-21 00:00:00,Unprovoked,USA,California,"La Jolla, San Diego County",Swimming,M,minor bruises & abrasions on leg,N,1.5 m [5'] shark,"D. Miller & R. Collier, V.M. Coppleson (1958), p.254; T. Helm, p.232",1954.09.21-Leeper.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.09.21-Leeper.pdf,1894,No
1954.09.15,1954-09-15 00:00:00,Unprovoked,HONG KONG,nan,Junk Bay,Swimming,M,"fatal, leg severely bitten",Y,,"V.M. Coppleson (1958), p.260; A. MacCormick, p.121 citing Times of London 9/17/1954; [SAF Cases #299 & #298",1954.09.15-JamesCook.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.09.15-JamesCook.pdf,1893,No
1954.09.04,1954-09-04 00:00:00,Unprovoked,AUSTRALIA,Torres Strait,"Darnley Island, Torres Strait",Spearfishing,M,"fatal, after being bitten by shark, he was picked up by 85' trochus vessel toorah that wrecked. his wounds reopened & he died",Y,9' shark,"The Mercury, 9/14/1954",1954.09.04-Kapua-Gutchen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.09.04-Kapua-Gutchen.pdf,1892,No
1954.08.19,1954-08-19 00:00:00,Unprovoked,ITALY,Liguaria,Finale Ligure,Spearfishing,M,abdomen injured,N,,"C. Moore, GSAF",1954.08.19-Campi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.08.19-Campi.pdf,1891,No
1954.08.12.b,1954-08-12 00:00:00,Provoked,CUBA,Guantanamo Province,Boqueron,Spearfishing,M,knee bitten by shark that his dive buddy had shot  provoked incident,N,"Nurse shark, 58"", 34-lb ","H.D. Baldridge, p.166",1954.08.12.b-Teas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.08.12.b-Teas.pdf,1890,No
1954.08.12.a,1954-08-12 00:00:00,Provoked,CUBA,Guantanamo Province,Boqueron,Spearfishing,M,right thigh & left calf injured by speared shark  provoked incident,N,"Nurse shark, 58"", 34-lb ","H.D. Baldridge, p.166",1954.08.12.a-Warmke.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.08.12.a-Warmke.pdf,1889,No
1954.07.30,1954-07-30 00:00:00,Unprovoked,ECUADOR,Galapagos Islands,nan,Fishing,M,4 lacerations on dorsum of right foot,N,,"F. X. Schloeder, M.D.; V.M. Coppleson (1962), p.246",1954.07.30-Dibble.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.30-Dibble.pdf,1888,No
1954.07.28,1954-07-28 00:00:00,Unprovoked,SINGAPORE,nan,Singapore Harbor,Diving,M,"fatal, abdomen, buttock, right thigh & hands bitten",Y,,"New York Times, 7/29/1954; V.M. Coppleson (1958), p.266; H.D. Baldridge, p.183; ",1954.07.28-BritishDiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.28-BritishDiver.pdf,1887,No
1954.07.27,1954-07-27 00:00:00,Boating,ITALY,Venice Province,Off Chioggia,Fishing,M,no injury to occupants. shark tore nets & trawl and struck boat repeatedly,,5m shark,"C. Moore, GSAF",1954.07.27-Trawler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.27-Trawler.pdf,1886,No
1954.07.15,1954-07-15 00:00:00,Unprovoked,THE BALKANS,Slovenia,Between Punta Grossa & Koper,Swimming,M,fatal,Y,,"R. Rocconi & C. Moore, GSAF            V.M. Coppleson, p.261; H. D. Baldridge, p.15",1954.07.15-refugee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.15-refugee.pdf,1885,No
1954.07.04.R,1954-07-04 00:00:00,Unprovoked,USA,Florida,Florida Keys,,,small wound on upper thigh,N,"Nurse shark, 2.5' ","Daytona Beach Sunday News- Journal, 7/4/1954",1954.07.04.R-UniversityStudent.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.04.R-UniversityStudent.pdf,1884,No
1954.07.03,1954-07-03 00:00:00,Unprovoked,BERMUDA,South shore,Elbow Beach,Swimming,M,"left thigh bitten, chest lacerated  & defense wounds on foot, fingers and hands",N,"2.4 m [8'] shark, possibly a dusky shark","E.M. Marks; V.M. Coppleson (1958), pp.155 & 257; Randall, p.353 in Sharks & Survival",1954.07.03-Marks.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.03-Marks.pdf,1883,No
1954.07.02.R,1954-07-02 00:00:00,Unprovoked,GREECE,nan,Kalamata,Swimming,M,fatal,Y,,"C. Moore, GSAF",1954.07.02.R-Kalamata.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.02.R-Kalamata.pdf,1882,No
1954.07.01.R,1954-07-01 00:00:00,Invalid,CROATIA,nan,Pula,,M,human remains found in shark,,,"C. Moore, GSAF",1954.07.01.R-Pula.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.01.R-Pula.pdf,1881,No
1954.06.29,1954-06-29 00:00:00,Provoked,USA,California,"Santa Monica, Los Angeles County",,M,right elbow & forearm lacerated  provoked incident,N,,"L.A. Times, 6/30/1954; H.D. Baldridge, p.257",1954.06.29-Donahue.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.06.29-Donahue.pdf,1880,No
1954.06.27,1954-06-27 00:00:00,Unprovoked,AUSTRALIA,Queensland,Fitzroy Island,Diving,M,"shark bit right arm & shoulder, then aken says, he ""knocked out"" the shark",N,2.4 m [8']  shark,"Morning Bulletin (Rockhampton), 6/30/1954 ",1954.06.27-Aken.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.06.27-Aken.pdf,1879,No
1954.06.00,1954-06-01 00:00:00,Unprovoked,HONG KONG,nan,nan,Bathing,M,"fatal, thigh bitten",Y,,"V.M. Coppleson (1958), p.260",1954.06.00-NavalRating.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.06.00-NavalRating.pdf,1878,Yes
1954.05.26.R,1954-05-26 00:00:00,Unprovoked,PAPUA NEW GUINEA,East Sepik,Wewak,Fishing,M,"fatal, decapitated",Y,,"South Pacific Post, 5/26/1954",1954.05.26.R-Constable.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.05.26.R-Constable.pdf,1877,No
1954.05.00,1954-05-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,Madang Province,Near Madang Town,,,foot severed,N,,"V.M. Coppleson (1962), p.248",1954.05.00-child.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.05.00-child.pdf,1876,Yes
1954.04.08,1954-04-08 00:00:00,Invalid,USA,Hawaii,"Wailupe, O'ahu",Fishing,M,"body recovered, mutilated by shark/s",Y,,"The Honolulu Advertiser, 4/8/1954; Honoulu Star Bulletin 4/8/1954; J. Borg, p.73; L. Taylor (1993), pp.100-101",1954.04.08-Chun.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.04.08-Chun.pdf,1875,No
1954.04.00,1954-04-01 00:00:00,Provoked,SUDAN?,Red Sea,Southern part,Spearfishing,M,"speared small shark, shark bit his thigh and/or buttock provoked incident",N,,"V.M. Coppleson (1962), p.254; H.D. Baldridge, p.165",1954.04.00-Foucher-Creteau.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.04.00-Foucher-Creteau.pdf,1874,Yes
1954.02.27,1954-02-27 00:00:00,Unprovoked,AUSTRALIA,New South Wales,"The Entrance, near Gosford",Swimming,M,"fatal, right thigh bitten",Y,,"V.M. Coppleson (1958), pp.84 & 236",1954.02.27-Fabrizius.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.02.27-Fabrizius.pdf,1873,No
1954.01.30,1954-01-30 00:00:00,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Swimming,M,abrasions to arm,N,,"Sun-Herald, 1/31/1954",1954.01.30-Bourke.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.01.30-Bourke.pdf,1872,No
1954.01.22.b,1954-01-22 00:00:00,Unprovoked,AUSTRALIA,Torres Strait,Naghir Island,Spearfishing,M,severe laceration to arm,N,,"Cairns Post, 1/25/1954",1954.01.22.b-Mills.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.01.22.b-Mills.pdf,1871,No
1954.01.22.a,1954-01-22 00:00:00,Unprovoked,ARGENTINA,Buenos Aires Province,"Miramar Beach, 46 km south of Mar de Plata, Buenos Aires",Floating,M,"arm & left calf bitten, right leg lacerated",N,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,"V.M. Coppleson (1958), p.257; Garrick & L. Schultz in Sharks & Survival, p.13; M. McDiarmid, p.64",1954.01.22.a-Aubone.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.01.22.a-Aubone.pdf,1870,No
1954.01.15,1954-01-15 00:00:00,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",Crouching,M,back & thighs lacerated,N,14' shark,"Cairns Post, 1/21/1954",1954.01.15-Ramlen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.01.15-Ramlen.pdf,1869,No
1954.00.00.e,1954-01-01 00:00:00,Unprovoked,IRAN,Karun River,"Hesamabad area of Shushtar, 420 km from the sea",,M,fatal,Y,Bull shark suspected due to freshwater habitat,B. Coad,1954.00.00.e-KasemJasem.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.00.00.e-KasemJasem.pdf,1868,Yes
1954.00.00.d,1954-01-01 00:00:00,Unprovoked,MARTINIQUE,nan,nan,,M,"chest bruised, after shark clamped its jaws on his chest",N,"Nurse shark, 1.8 m [6'] ","J. Randall in Sharks & Survival, pp.358-359",1954.00.00.d-Vieux.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.00.00.d-Vieux.pdf,1867,Yes
1954.00.00.c,1954-01-01 00:00:00,Unprovoked,MEXICO,Baja California,nan,Diving,M,fatal,Y,,"V.M. Coppleson, p.262; V.M. Coppleson (1962), p.253",1954.00.00.c-Bianci.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.00.00.c-Bianci.pdf,1866,Yes
1954.00.00.b,1954-01-01 00:00:00,Unprovoked,USA,Hawaii,Moloka'i,Fishing,M,bitten on foot,N,a small shark',"J. Borg, p.73; L. Taylor (1993), pp.100-101",1954.00.00.b-Severino.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.00.00.b-Severino.pdf,1865,Yes
1954.00.00.a,1954-01-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Volupai, Talasea",Swimming,M,leg & abdomen lacerated,N,," A. M. Rapson, p.148",1954.00.00.a-Volupai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.00.00.a-Volupai.pdf,1864,Yes
1954.00.00 g,1954-01-01 00:00:00,Unprovoked,IRAN,Karun River,A village a short distance from Hesamabad,,F,fatal,Y,Bull shark suspected due to freshwater habitat,B. Coad,1954.00.00.g-girl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.00.00.g-girl.pdf,1863,Yes
1954.00.00 f,1954-01-01 00:00:00,Unprovoked,IRAN,Karun River,"Hesamabad area of Shushtar, 420 km from the sea",,M,survived,N,Bull shark suspected due to freshwater habitat,B. Coad,1954.00.00.f-AbbasJasem.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.00.00.f-AbbasJasem.pdf,1862,Yes
1953.12.30,1953-12-30 00:00:00,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,F,left calf lacerated,N,Said to involve a >4 m [13'] shark,"Natal Mercury, 12/31/1953",1953.12.30-Rautenbach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.12.30-Rautenbach.pdf,1861,No
1953.12.22,1953-12-22 00:00:00,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Swimming,M,lacerations to arm,N,,H. Monson,1953.12.22-Stoddart.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.12.22-Stoddart.pdf,1860,No
1953.12.13,1953-12-13 00:00:00,Unprovoked,AUSTRALIA,Queensland,Palm Beach,Swimming,M,bruised shoulder chest & foot,N,,"V.M. Coppleson (1958), pp.95 & 240",1953.12.13-Tapp.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.12.13-Tapp.pdf,1859,No
1953.12.00,1953-12-01 00:00:00,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Skiing,M,"no injury, shark charged surfski",N,3.7 [12'] shark," V.M. Coppleson (1958), p.42",1953.12.00-Haynes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.12.00-Haynes.pdf,1858,Yes
1953.10.00,1953-10-01 00:00:00,Provoked,AUSTRALIA,New South Wales,"Boat Harbour, north of Cronulla",,M,"hit by tail of speared shark, fell & hit head on rock & out cold for 30 minutes  provoked incident",N,,"V.M. Coppleson (1958), p.172",1953.10.00-Kosky.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.10.00-Kosky.pdf,1857,Yes
1953.09.27,1953-09-27 00:00:00,Unprovoked,PHILIPPINES,Luzon Island,Bohol,,M,fatal,Y,,"Palm Beach Post, 9/28/1953",1953.09.27-Mangutbal.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.09.27-Mangutbal.pdf,1856,No
1953.09.20.R,1953-09-20 00:00:00,Unprovoked,USA,California,"Santa Catalina Island, Los Angeles County",Diving,M,no injury,N,,"Oakland Tribune, 9/20/1953",1953.09.20.R-Diamond.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.09.20.R-Diamond.pdf,1855,No
1953.09.18,1953-09-18 00:00:00,Sea Disaster,USA,Georgia,200 miles east of Savannah,,M,hand bitten,N,,New York Times ,1953.09.18-Graybill.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.09.18-Graybill.pdf,1854,No
1953.09.03.R,1953-09-03 00:00:00,Unprovoked,USA,New York,Rockaway Beach,Fishing,M,laceration to right lower leg,N,80-lb sand shark,"The Dispatch, 9/3/1953",1953.09.03.R-Stevenson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.09.03.R-Stevenson.pdf,1853,No
1953.09.02,1953-09-02 00:00:00,Unprovoked,USA,Hawaii,"Waiau, Pearl Harbor, O'ahu",Crabbing,M,leg & foot bitten,N,"Hammerhead shark, 1.5 m [5'] ","Honolulu Star Bulletin, 9/2/1953; G.H. Balazs; J. Borg, p.73; L. Taylor (1993), pp.100-101",1953.09.02-Gonsalves.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.09.02-Gonsalves.pdf,1852,No
1953.08.00,1953-08-01 00:00:00,Invalid,MEXICO,Guerrero,Acapulco,Diving,M,no injury,N,"""Tintorero""",H.D. Baldridge (1994) SAF Case #679,1953.08.00-NV-Satz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.08.00-NV-Satz.pdf,1851,Yes
1953.07.31,1953-07-31 00:00:00,Unprovoked,MEXICO,Colima,Manzanillo,Wading,F,fatal,Y,,"V.M. Coppleson (1958), p.262; J.M. Alatorre",1953.07.31-Prada.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.07.31-Prada.pdf,1850,No
1953.07.26,1953-07-26 00:00:00,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Spearfishing,M,"fatal, thigh bitten",Y,3 m [10'] shark seen in vicinity,"V.M. Coppleson (1958), p.260; L. Taylor (1993), pp.100-101",1953.07.26-Souza.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.07.26-Souza.pdf,1849,No
1953.07.16,1953-07-16 00:00:00,Provoked,USA,California,"Santa Catalina Island, Los Angeles County",Fishing,M,arm bitten by hooked shark provoked incident,N,,"L.A. Times, 7/17/1953 ",1953.07.16-Richel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.07.16-Richel.pdf,1848,No
1953.07.15,1953-07-15 00:00:00,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,lower left leg severely bitten,N,,"R.F. Hutton; T. Helm, p. 231 ",1953.07.15-Gunn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.07.15-Gunn.pdf,1847,No
1953.07.11,1953-07-11 00:00:00,Sea Disaster,PACIFIC OCEAN,330 to 350 miles east of Wake Island,nan,,,recuers fought sharks for the bodies,N,,"Guam Daily News, 7/16/195; V.M. Coppleson, p.21",1953.07.11-WakeIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.07.11-WakeIsland.pdf,1846,No
1953.07.09,1953-07-09 00:00:00,Boating,CANADA,Nova Scotia,"Fourchu, Cape Breton Island",Fishing,M,burns drowned as result of attack on boat,N,"White shark, 3.7 m [12'], 500 to 500-kg [1,200 lb], identified by W. C. Shroeder based on tooth fragment ebedded in gunwale","R. Collier, pp.169-170;Bigelow & Schroeder;  Day & Fisher, pp. 295-296",1953.07.09-Burns.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.07.09-Burns.pdf,1845,No
1953.07.04,1953-07-04 00:00:00,Unprovoked,USA,Hawaii,Kaula Rock near Niihau,,M,"shark made 3 passes at him, lacerating his calf, shin and ankle",N,,"Honolulu Advertiser, July 5, 1953 edtion; V.M. Coppleson (1958), p.260; J. Borg, p. 2;  L. Taylor (1993), pp.100-101",1953.07.04-Crick.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.07.04-Crick.pdf,1844,No
1953.07.00,1953-07-01 00:00:00,Unprovoked,PANAMA,Gulf of Panama,60 miles offshore,Retrieving,M,hand severely bitten,N,,"V.M. Coppleson (1958), p.263;  LA. Times, 6/9/1954;  Gorgas Hospital Record #667474",1953.07.00-Gonzalves.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.07.00-Gonzalves.pdf,1843,Yes
1953.06.00,1953-06-01 00:00:00,Provoked,AUSTRALIA,Queensland,nan,Landing,M,right forearm & hand bitten provoked incident,N,"2 m [6'9""] shark ","V.M. Coppleson (1958), p.179",1953.06.00-Durbridge.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.06.00-Durbridge.pdf,1842,Yes
1953.04.07,1953-04-07 00:00:00,Boating,AUSTRALIA,New South Wales,1.5 miles off shore,,,"no injury to occupant. as engine started, shark hit boat, breaking one of boats ribs in 3 places & stoving in 2 planks",N,," V.M. Coppleson (1958), p.183",1953.04.07-16-ft-launch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.04.07-16-ft-launch.pdf,1841,No
